target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	901.914	4868	472.908
NM_001011562.1	863	513.914	174.96	29.829
NM_001011563.1	2084	1734.91	9296	469.472
NM_001011564.2	1326	976.914	275.413	24.7013
NM_001011565.1	3023	2673.91	15.9061	0.521202
NM_001011566.1	1503	1153.91	51.0723	3.87796
NM_001011567.1	4030	3680.91	1	0.0238032
NM_001011568.1	2077	1727.91	0	0
NM_001011570.1	582	235.615	2043	759.727
NM_001011571.1	2093	1743.91	2.52302	0.126761
NM_001011572.1	2346	1996.91	3572	156.727
NM_001011573.1	3160	2810.91	24	0.748092
NM_001011574.1	1940	1590.91	2	0.110147
NM_001011575.1	2163	1813.91	165	7.97
NM_001011576.1	1195	845.914	10	1.03577
NM_001011577.1	2389	2039.91	0.000104936	4.50715e-06
NM_001011578.1	5441	5091.91	3548	61.0512
NM_001011579.1	1430	1080.91	15.028	1.21815
NM_001011580.1	1544	1194.91	4.69904	0.344559
NM_001011581.1	2439	2089.91	100	4.1924
NM_001011582.1	356	82.5671	2	2.12234
NM_001011583.2	635	286.593	98484	30108.6
NM_001011584.1	1606	1256.91	1	0.0697085
NM_001011585.1	1638	1288.91	1.28034	0.0870346
NM_001011586.1	2205	1855.91	370	17.4677
NM_001011587.1	496	161.603	337.92	183.214
NM_001011588.1	724	374.95	26	6.07563
NM_001011589.1	624	275.839	474	150.562
NM_001011590.1	574	228.164	0	0
NM_001011591.1	584	237.49	0	0
NM_001011592.1	1590	1240.91	2556.93	180.538
NM_001011593.1	548	204.611	0	0
NM_001011594.1	4195	3845.91	7	0.159474
NM_001011595.1	2818	2468.91	0	0
NM_001011596.1	4100	3750.91	164	3.83088
NM_001011597.1	2673	2323.91	6	0.226216
NM_001011598.1	1624	1274.91	688	47.2823
NM_001011599.1	1942	1592.91	8	0.440037
NM_001011600.1	2052	1702.91	67	3.44725
NM_001011601.1	1830	1480.91	21.822	1.29109
NM_001011602.1	2795	2445.91	28	1.00302
NM_001011603.1	1683	1333.91	684.27	44.946
NM_001011604.3	685	336.058	1145.47	298.65
NM_001011605.1	1448	1098.91	68	5.42171
NM_001011606.1	1757	1407.91	2	0.124464
NM_001011607.1	374	89.7548	2369	2312.59
NM_001011608.1	1873	1523.91	263.915	15.1738
NM_001011610.1	1612	1262.91	20.2715	1.40639
NM_001011611.2	369	87.6815	334	333.757
NM_001011612.1	304	65.6468	0	0
NM_001011613.1	710	360.974	144.058	34.9665
NM_001011614.1	688	339.044	205	52.9772
NM_001011615.1	664	315.198	586	162.894
NM_001011616.2	680	331.084	2109	558.123
NM_001011617.1	374	89.7548	145	141.547
NM_001011619.1	1559	1209.91	8.78739	0.636351
NM_001011620.1	957	607.914	4	0.576513
NM_001011621.1	3254	2904.91	1.00003	0.0301627
NM_001011622.1	1529	1179.91	33	2.4505
NM_001011623.1	3376	3026.91	0	0
NM_001011624.1	4969	4619.91	11.7396	0.222645
NM_001011625.2	1940	1590.91	0	0
NM_001011626.2	755	405.925	597.518	128.972
NM_001011627.1	2520	2170.91	98	3.95526
NM_001011628.2	1386	1036.91	1.13531	0.0959316
NM_001011629.1	14440	14090.9	445.571	2.77057
NM_001011630.1	630	281.697	3432.96	1067.77
NM_001011631.1	1741	1391.91	0	0
NM_001011632.2	2009	1659.91	0	0
NM_001011633.1	1533	1183.91	0	0
NM_001011634.2	3754	3404.91	0	0
NM_001011635.1	1447	1097.91	210	16.7588
NM_001011636.1	570	224.471	2818	1099.95
NM_001011637.1	1369	1019.91	0	0
NM_001011638.1	584	237.49	0	0
NM_001011639.2	1806	1456.91	10	0.601392
NM_001011640.1	991	641.914	678.612	92.6267
NM_001011641.1	970	620.914	126.219	17.8108
NM_001011643.1	2378	2028.91	0	0
NM_001011644.2	1200	850.914	73.6666	7.58536
NM_001011650.1	2242	1892.91	1	0.0462871
NM_001011652.1	462	137.27	116	74.0415
NM_001011653.1	450	129.481	216	146.163
NM_001011654.1	447	127.6	2	1.37331
NM_001012429.1	672	323.134	1418.15	384.531
NM_001012615.1	1097	747.914	125	14.6437
NM_001012627.1	3153	2803.91	4	0.124993
NM_001012962.1	3606	3256.91	30	0.807061
NM_001012963.1	502	166.23	0	0
NM_001013006.1	2991	2641.91	0	0
NM_001013359.2	1964	1614.91	54.2381	2.9427
NM_001013361.1	4113	3763.91	3	0.069835
NM_001014429.1	1427	1077.91	519.972	42.2656
NM_001014430.1	438	122.118	0	0
NM_001014983.1	3250	2900.91	2	0.0604069
NM_001014991.1	7242	6892.91	0	0
NM_001014992.1	2272	1922.91	42.9206	1.95568
NM_001014993.1	1386	1036.91	131.82	11.1385
NM_001014994.1	1892	1542.91	2151	122.149
NM_001024697.1	1793	1443.91	994.411	60.3415
NM_001032361.1	3585	3235.91	0	0
NM_001037318.2	2515	2165.91	49	1.98219
NM_001039968.1	1349	999.914	0	0
NM_001040203.1	644	295.437	1	0.29657
NM_001040204.1	793	443.916	0	0
NM_001040205.1	698	349.006	2737.42	687.226
NM_001040206.1	682	333.073	20973.1	5517.14
NM_001040207.1	1179	829.914	13651	1441.19
NM_001040220.1	483	151.912	124	71.5191
NM_001040221.1	459	135.283	3418.82	2214.24
NM_001040223.1	555	210.841	30196	12548.3
NM_001040224.1	399	101.066	198	171.653
NM_001040225.1	407	105.035	4.53549	3.7834
NM_001040226.1	432	118.595	2	1.4776
NM_001040227.1	724	374.95	1477.95	345.365
NM_001040229.1	453	131.388	0	0
NM_001040230.1	13107	12757.9	216	1.48342
NM_001040231.1	363	85.2722	0	0
NM_001040233.1	1647	1297.91	15252.6	1029.65
NM_001040234.1	1500	1150.91	1782	135.661
NM_001040235.2	6077	5727.91	0	0
NM_001040236.1	1767	1417.91	20913	1292.28
NM_001040237.1	5107	4757.91	194	3.57254
NM_001040255.1	1893	1543.91	0	0
NM_001040256.1	767	417.921	0	0
NM_001040257.1	1554	1204.91	8.60759	0.625917
NM_001040258.1	1250	900.914	7.5977	0.738907
NM_001040259.1	1743	1393.91	1062	66.7544
NM_001040262.2	438	122.118	0	0
NM_001040263.1	1550	1200.91	1166.09	85.0766
NM_001040264.1	1600	1250.91	240	16.8103
NM_001040265.1	1689	1339.91	66.1028	4.32249
NM_001040266.2	1599	1249.91	0	0
NM_001040267.1	1895	1545.91	47	2.66381
NM_001040269.1	1397	1047.91	0	0
NM_001040270.1	509	171.748	535.885	273.383
NM_001040277.1	2150	1800.91	34.7344	1.68989
NM_001040681.1	2499	2149.91	233	9.49568
NM_001042458.1	1737	1387.91	3	0.189387
NM_001042460.1	1794	1444.91	529	32.0778
NM_001077808.1	5328	4978.91	10.974	0.193118
NM_001077809.1	1344	994.914	0	0
NM_001077810.1	354	81.8145	0	0
NM_001077811.1	1287	937.914	0	0
NM_001077812.1	1470	1120.91	0	0
