target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	901.914	5521	485.349
NM_001011562.1	863	513.914	255.162	39.3665
NM_001011563.1	2084	1734.91	11955	546.352
NM_001011564.2	1326	976.914	476.256	38.6532
NM_001011565.1	3023	2673.91	16.4757	0.488537
NM_001011566.1	1503	1153.91	0	0
NM_001011567.1	4030	3680.91	9	0.19386
NM_001011568.1	2077	1727.91	7.4572	0.34218
NM_001011570.1	582	235.615	5772	1942.34
NM_001011571.1	2093	1743.91	3.21165	0.146017
NM_001011572.1	2346	1996.91	28341	1125.27
NM_001011573.1	3160	2810.91	8	0.225654
NM_001011574.1	1940	1590.91	16	0.797397
NM_001011575.1	2163	1813.91	131	5.72606
NM_001011576.1	1195	845.914	9	0.843563
NM_001011577.1	2389	2039.91	473.301	18.3961
NM_001011578.1	5441	5091.91	20716	322.572
NM_001011579.1	1430	1080.91	616.635	45.2312
NM_001011580.1	1544	1194.91	166.697	11.061
NM_001011581.1	2439	2089.91	181	6.86675
NM_001011582.1	356	82.5671	5	4.80136
NM_001011583.2	635	286.593	30039	8310.38
NM_001011584.1	1606	1256.91	6	0.378483
NM_001011585.1	1638	1288.91	5.9082	0.36344
NM_001011586.1	2205	1855.91	322	13.7562
NM_001011587.1	496	161.603	140.825	69.0929
NM_001011588.1	724	374.95	13	2.74898
NM_001011589.1	624	275.839	305	87.6689
NM_001011590.1	574	228.164	0	0
NM_001011591.1	584	237.49	0	0
NM_001011592.1	1590	1240.91	1363.26	87.1039
NM_001011593.1	548	204.611	2.17466	0.842685
NM_001011594.1	4195	3845.91	8	0.164927
NM_001011595.1	2818	2468.91	17.8642	0.573693
NM_001011596.1	4100	3750.91	821	17.3543
NM_001011597.1	2673	2323.91	49.9022	1.70255
NM_001011598.1	1624	1274.91	1903	118.347
NM_001011599.1	1942	1592.91	293	14.584
NM_001011600.1	2052	1702.91	220	10.2431
NM_001011601.1	1830	1480.91	111.588	5.97431
NM_001011602.1	2795	2445.91	33	1.06973
NM_001011603.1	1683	1333.91	1605.23	95.4139
NM_001011604.3	685	336.058	692.493	163.381
NM_001011605.1	1448	1098.91	148	10.6782
NM_001011606.1	1757	1407.91	2	0.11263
NM_001011607.1	374	89.7548	3208	2833.86
NM_001011608.1	1873	1523.91	377.707	19.6515
NM_001011610.1	1612	1262.91	57.0029	3.57869
NM_001011611.2	369	87.6815	257	232.395
NM_001011612.1	304	65.6468	0	0
NM_001011613.1	710	360.974	107.512	23.6147
NM_001011614.1	688	339.044	897	209.767
NM_001011615.1	664	315.198	13815	3475.11
NM_001011616.2	680	331.084	2047	490.209
NM_001011617.1	374	89.7548	274	242.044
NM_001011619.1	1559	1209.91	33.9474	2.2246
NM_001011620.1	957	607.914	3	0.391273
NM_001011621.1	3254	2904.91	24.0591	0.656671
NM_001011622.1	1529	1179.91	71	4.771
NM_001011623.1	3376	3026.91	0	0
NM_001011624.1	4969	4619.91	30.8196	0.528925
NM_001011625.2	1940	1590.91	3	0.149512
NM_001011626.2	755	405.925	1602.8	313.065
NM_001011627.1	2520	2170.91	319	11.6506
NM_001011628.2	1386	1036.91	17.5829	1.34447
NM_001011629.1	14440	14090.9	943.254	5.30751
NM_001011630.1	630	281.697	4839.69	1362.19
