target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	901.914	10617	967.511
NM_001011562.1	863	513.914	275.269	44.0237
NM_001011563.1	2084	1734.91	27562	1305.73
NM_001011564.2	1326	976.914	535.428	45.0468
NM_001011565.1	3023	2673.91	36.5925	1.12477
NM_001011566.1	1503	1153.91	0	0
NM_001011567.1	4030	3680.91	3	0.0669862
NM_001011568.1	2077	1727.91	1.09019	0.0518559
NM_001011570.1	582	235.615	5159	1799.63
NM_001011571.1	2093	1743.91	3.12375	0.147221
NM_001011572.1	2346	1996.91	30899	1271.76
NM_001011573.1	3160	2810.91	2.16471	0.0632952
NM_001011574.1	1940	1590.91	0	0
NM_001011575.1	2163	1813.91	161	7.29506
NM_001011576.1	1195	845.914	31	3.012
NM_001011577.1	2389	2039.91	578.257	23.2985
NM_001011578.1	5441	5091.91	13450	217.1
NM_001011579.1	1430	1080.91	12.4818	0.949085
NM_001011580.1	1544	1194.91	6	0.4127
NM_001011581.1	2439	2089.91	176	6.92156
NM_001011582.1	356	82.5671	0	0
NM_001011583.2	635	286.593	40235	11538.7
NM_001011584.1	1606	1256.91	45	2.94257
NM_001011585.1	1638	1288.91	10.3783	0.661794
NM_001011586.1	2205	1855.91	285	12.6214
NM_001011587.1	496	161.603	140.344	71.378
NM_001011588.1	724	374.95	37	8.1105
NM_001011589.1	624	275.839	598	178.183
NM_001011590.1	574	228.164	0	0
NM_001011591.1	584	237.49	0	0
NM_001011592.1	1590	1240.91	1330.79	88.1428
NM_001011593.1	548	204.611	0	0
NM_001011594.1	4195	3845.91	2	0.0427415
NM_001011595.1	2818	2468.91	10	0.3329
NM_001011596.1	4100	3750.91	884	19.3702
NM_001011597.1	2673	2323.91	16.8688	0.596601
NM_001011598.1	1624	1274.91	2709	174.642
NM_001011599.1	1942	1592.91	6	0.309584
NM_001011600.1	2052	1702.91	142	6.85354
NM_001011601.1	1830	1480.91	7	0.388497
NM_001011602.1	2795	2445.91	34	1.1425
NM_001011603.1	1683	1333.91	1859.15	114.553
NM_001011604.3	685	336.058	618.918	151.37
NM_001011605.1	1448	1098.91	245	18.3241
NM_001011606.1	1757	1407.91	0	0
NM_001011607.1	374	89.7548	1281	1173.03
NM_001011608.1	1873	1523.91	367.174	19.803
NM_001011610.1	1612	1262.91	11	0.715877
NM_001011611.2	369	87.6815	708	663.659
NM_001011612.1	304	65.6468	0	0
NM_001011613.1	710	360.974	155.257	35.3504
NM_001011614.1	688	339.044	1091	264.477
NM_001011615.1	664	315.198	73	19.0352
NM_001011616.2	680	331.084	251	62.3097
NM_001011617.1	374	89.7548	30	27.4715
NM_001011619.1	1559	1209.91	97.0658	6.59373
NM_001011620.1	957	607.914	1	0.1352
NM_001011621.1	3254	2904.91	14.8845	0.421133
NM_001011622.1	1529	1179.91	19	1.3235
NM_001011623.1	3376	3026.91	0	0
NM_001011624.1	4969	4619.91	25.0793	0.446171
NM_001011625.2	1940	1590.91	1	0.0516622
NM_001011626.2	755	405.925	1387.02	280.838
NM_001011627.1	2520	2170.91	1343	50.8455
NM_001011628.2	1386	1036.91	34.9268	2.76844
NM_001011629.1	14440	14090.9	567.939	3.3127
NM_001011630.1	630	281.697	2930.53	855.034
NM_001011631.1	1741	1391.91	0	0
NM_001011632.2	2009	1659.91	0	0
NM_001011633.1	1533	1183.91	0	0
NM_001011634.2	3754	3404.91	0	0
NM_001011635.1	1447	1097.91	1277	95.5965
NM_001011636.1	570	224.471	948	347.11
NM_001011637.1	1369	1019.91	8.04092	0.64798
NM_001011638.1	584	237.49	0	0
NM_001011639.2	1806	1456.91	5	0.282069
NM_001011640.1	991	641.914	833.701	106.746
NM_001011641.1	970	620.914	168.936	22.362
NM_001011643.1	2378	2028.91	81.8462	3.31554
