target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	901.914	6993	576.851
NM_001011562.1	863	513.914	64.2235	9.29755
NM_001011563.1	2084	1734.91	6463	277.154
NM_001011564.2	1326	976.914	325.642	24.7999
NM_001011565.1	3023	2673.91	14.6037	0.406332
NM_001011566.1	1503	1153.91	0	0
NM_001011567.1	4030	3680.91	2	0.0404241
NM_001011568.1	2077	1727.91	0	0
NM_001011570.1	582	235.615	3224	1018.02
NM_001011571.1	2093	1743.91	4.72805	0.201708
NM_001011572.1	2346	1996.91	15908	592.682
NM_001011573.1	3160	2810.91	0	0
NM_001011574.1	1940	1590.91	0	0
NM_001011575.1	2163	1813.91	191	7.83398
NM_001011576.1	1195	845.914	26	2.28672
NM_001011577.1	2389	2039.91	164.16	5.98717
NM_001011578.1	5441	5091.91	2240	32.729
NM_001011579.1	1430	1080.91	63	4.33626
NM_001011580.1	1544	1194.91	15.4911	0.964519
NM_001011581.1	2439	2089.91	84	2.99031
NM_001011582.1	356	82.5671	0	0
NM_001011583.2	635	286.593	50733	13170.1
NM_001011584.1	1606	1256.91	1	0.0591916
NM_001011585.1	1638	1288.91	6.11465	0.35295
NM_001011586.1	2205	1855.91	174	6.97521
NM_001011587.1	496	161.603	264.819	121.917
NM_001011588.1	724	374.95	14	2.77792
NM_001011589.1	624	275.839	888	239.51
NM_001011590.1	574	228.164	0	0
NM_001011591.1	584	237.49	0	0
NM_001011592.1	1590	1240.91	3764.98	225.729
NM_001011593.1	548	204.611	0	0
NM_001011594.1	4195	3845.91	7	0.135414
NM_001011595.1	2818	2468.91	13	0.391745
NM_001011596.1	4100	3750.91	356	7.0612
NM_001011597.1	2673	2323.91	13.9698	0.447236
NM_001011598.1	1624	1274.91	180	10.5041
NM_001011599.1	1942	1592.91	36	1.68142
NM_001011600.1	2052	1702.91	48	2.09708
NM_001011601.1	1830	1480.91	18.4784	0.928327
NM_001011602.1	2795	2445.91	16	0.486681
NM_001011603.1	1683	1333.91	1054.57	58.8183
NM_001011604.3	685	336.058	892.455	197.578
NM_001011605.1	1448	1098.91	29	1.96336
NM_001011606.1	1757	1407.91	0	0
NM_001011607.1	374	89.7548	3089	2560.51
NM_001011608.1	1873	1523.91	245.485	11.9848
NM_001011610.1	1612	1262.91	23.8601	1.40561
NM_001011611.2	369	87.6815	73	61.9414
NM_001011612.1	304	65.6468	0	0
NM_001011613.1	710	360.974	787.283	162.263
NM_001011614.1	688	339.044	202	44.3263
NM_001011615.1	664	315.198	97628	23043.9
NM_001011616.2	680	331.084	93023	20903.5
NM_001011617.1	374	89.7548	2700	2238.06
NM_001011619.1	1559	1209.91	10.9317	0.672203
NM_001011620.1	957	607.914	0	0
NM_001011621.1	3254	2904.91	6.0086	0.153888
NM_001011622.1	1529	1179.91	25	1.57636
NM_001011623.1	3376	3026.91	0	0
NM_001011624.1	4969	4619.91	14.3675	0.231373
NM_001011625.2	1940	1590.91	0	0
NM_001011626.2	755	405.925	912.99	167.335
NM_001011627.1	2520	2170.91	357	12.2346
NM_001011628.2	1386	1036.91	4.84163	0.347387
NM_001011629.1	14440	14090.9	505.72	2.67016
NM_001011630.1	630	281.697	3713.56	980.787
NM_001011631.1	1741	1391.91	0	0
NM_001011632.2	2009	1659.91	0	0
NM_001011633.1	1533	1183.91	0	0
NM_001011634.2	3754	3404.91	0	0
NM_001011635.1	1447	1097.91	862	58.4123
NM_001011636.1	570	224.471	1319	437.169
NM_001011637.1	1369	1019.91	8	0.583569
NM_001011638.1	584	237.49	78	24.4351
NM_001011639.2	1806	1456.91	5	0.25533
NM_001011640.1	991	641.914	945.734	109.612
NM_001011641.1	970	620.914	450.796	54.0149
NM_001011643.1	2378	2028.91	0	0
NM_001011644.2	1200	850.914	15.4309	1.34918
NM_001011650.1	2242	1892.91	3	0.117911
