target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	901.914	5248	475.622
NM_001011562.1	863	513.914	151.572	24.1081
NM_001011563.1	2084	1734.91	7700	362.782
NM_001011564.2	1326	976.914	411.696	34.4472
NM_001011565.1	3023	2673.91	74.9316	2.29061
NM_001011566.1	1503	1153.91	0	0
NM_001011567.1	4030	3680.91	8	0.177651
NM_001011568.1	2077	1727.91	5.59632	0.264736
NM_001011570.1	582	235.615	3410	1183
NM_001011571.1	2093	1743.91	4.46286	0.209181
NM_001011572.1	2346	1996.91	19520	799.012
NM_001011573.1	3160	2810.91	29	0.843303
NM_001011574.1	1940	1590.91	3	0.154137
NM_001011575.1	2163	1813.91	101	4.55132
NM_001011576.1	1195	845.914	31	2.99549
NM_001011577.1	2389	2039.91	147.85	5.92437
NM_001011578.1	5441	5091.91	25850	414.966
NM_001011579.1	1430	1080.91	16	1.20993
NM_001011580.1	1544	1194.91	0	0
NM_001011581.1	2439	2089.91	286	11.1859
NM_001011582.1	356	82.5671	2	1.97996
NM_001011583.2	635	286.593	22386	6384.75
NM_001011584.1	1606	1256.91	8	0.520256
NM_001011585.1	1638	1288.91	1.36009	0.0862533
NM_001011586.1	2205	1855.91	257	11.319
NM_001011587.1	496	161.603	128.495	64.9938
NM_001011588.1	724	374.95	43	9.37407
NM_001011589.1	624	275.839	1249	370.118
NM_001011590.1	574	228.164	2	0.7165
NM_001011591.1	584	237.49	16	5.50691
NM_001011592.1	1590	1240.91	1713.6	112.876
NM_001011593.1	548	204.611	0	0
NM_001011594.1	4195	3845.91	59	1.25397
NM_001011595.1	2818	2468.91	15.6015	0.516529
NM_001011596.1	4100	3750.91	605	13.1841
NM_001011597.1	2673	2323.91	59.6833	2.09926
NM_001011598.1	1624	1274.91	60	3.84683
NM_001011599.1	1942	1592.91	27	1.38549
NM_001011600.1	2052	1702.91	37	1.776
NM_001011601.1	1830	1480.91	0	0
NM_001011602.1	2795	2445.91	39	1.30334
NM_001011603.1	1683	1333.91	3948.25	241.941
NM_001011604.3	685	336.058	949.091	230.848
NM_001011605.1	1448	1098.91	96	7.1407
NM_001011606.1	1757	1407.91	0	0
NM_001011607.1	374	89.7548	2333	2124.66
NM_001011608.1	1873	1523.91	542.648	29.1066
NM_001011610.1	1612	1262.91	18	1.16502
NM_001011611.2	369	87.6815	51	47.544
NM_001011612.1	304	65.6468	0	0
NM_001011613.1	710	360.974	340.805	77.1726
NM_001011614.1	688	339.044	1188	286.414
NM_001011615.1	664	315.198	1016	263.477
NM_001011616.2	680	331.084	12553	3099.15
NM_001011617.1	374	89.7548	437	397.976
NM_001011619.1	1559	1209.91	37.0641	2.50398
NM_001011620.1	957	607.914	0	0
NM_001011621.1	3254	2904.91	17.0353	0.479348
NM_001011622.1	1529	1179.91	0	0
NM_001011623.1	3376	3026.91	0	0
NM_001011624.1	4969	4619.91	13.805	0.244251
NM_001011625.2	1940	1590.91	0.841497	0.0432353
NM_001011626.2	755	405.925	1435.14	288.99
NM_001011627.1	2520	2170.91	374	14.0819
NM_001011628.2	1386	1036.91	37.2858	2.93923
NM_001011629.1	14440	14090.9	1651.52	9.58029
NM_001011630.1	630	281.697	4294.49	1246.13
NM_001011631.1	1741	1391.91	0	0
NM_001011632.2	2009	1659.91	0	0
NM_001011633.1	1533	1183.91	0	0
NM_001011634.2	3754	3404.91	0	0
NM_001011635.1	1447	1097.91	448	33.3536
NM_001011636.1	570	224.471	564	205.377
NM_001011637.1	1369	1019.91	9.83961	0.788583
NM_001011638.1	584	237.49	3	1.03254
NM_001011639.2	1806	1456.91	6	0.336628
NM_001011640.1	991	641.914	184.054	23.4369
NM_001011641.1	970	620.914	177.631	23.3841
NM_001011643.1	2378	2028.91	6.77772	0.273057
NM_001011644.2	1200	850.914	9.6749	0.929381
NM_001011650.1	2242	1892.91	4	0.172728
NM_001011652.1	462	137.27	246	146.485
NM_001011653.1	450	129.481	321.211	202.777
NM_001011654.1	447	127.6	6	3.84355
NM_001012429.1	672	323.134	1907.86	482.611
NM_001012615.1	1097	747.914	66	7.21316
NM_001012627.1	3153	2803.91	10	0.29152
NM_001012962.1	3606	3256.91	29	0.727821
NM_001012963.1	502	166.23	0	0
NM_001013006.1	2991	2641.91	0	0
NM_001013359.2	1964	1614.91	6.37793	0.322822
NM_001013361.1	4113	3763.91	31	0.673217
NM_001014429.1	1427	1077.91	372	28.2093
NM_001014430.1	438	122.118	0	0
NM_001014983.1	3250	2900.91	0	0
NM_001014991.1	7242	6892.91	0	0
NM_001014992.1	2272	1922.91	36.7795	1.56343
NM_001014993.1	1386	1036.91	0	0
NM_001014994.1	1892	1542.91	859	45.5077
NM_001024697.1	1793	1443.91	1061.35	60.0831
NM_001032361.1	3585	3235.91	0	0
NM_001037318.2	2515	2165.91	7.68055	0.289857
NM_001039968.1	1349	999.914	0.529811	0.0433103
NM_001040203.1	644	295.437	0	0
NM_001040204.1	793	443.916	40.4336	7.44517
NM_001040205.1	698	349.006	1586.86	371.654
NM_001040206.1	682	333.073	11276.6	2767.39
NM_001040207.1	1179	829.914	5798	571.055
NM_001040220.1	483	151.912	26	13.9899
NM_001040221.1	459	135.283	0.0577885	0.0349166
