target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	901.914	9892	864.003
NM_001011562.1	863	513.914	43.6808	6.6957
NM_001011563.1	2084	1734.91	8044	365.25
NM_001011564.2	1326	976.914	424.436	34.2257
NM_001011565.1	3023	2673.91	24.8595	0.732388
NM_001011566.1	1503	1153.91	30.3741	2.07361
NM_001011567.1	4030	3680.91	3	0.064204
NM_001011568.1	2077	1727.91	0	0
NM_001011570.1	582	235.615	2121	709.145
NM_001011571.1	2093	1743.91	1.09225	0.0493395
NM_001011572.1	2346	1996.91	7982	314.883
NM_001011573.1	3160	2810.91	10.6268	0.297819
NM_001011574.1	1940	1590.91	7	0.346615
NM_001011575.1	2163	1813.91	100	4.3429
NM_001011576.1	1195	845.914	3	0.279377
NM_001011577.1	2389	2039.91	144.209	5.569
NM_001011578.1	5441	5091.91	4462	69.0311
NM_001011579.1	1430	1080.91	37	2.69654
NM_001011580.1	1544	1194.91	56.2051	3.7054
NM_001011581.1	2439	2089.91	44	1.65852
NM_001011582.1	356	82.5671	3	2.86227
NM_001011583.2	635	286.593	38679	10631.8
NM_001011584.1	1606	1256.91	2	0.125349
NM_001011585.1	1638	1288.91	7.20656	0.440454
NM_001011586.1	2205	1855.91	189	8.02233
NM_001011587.1	496	161.603	283.455	138.176
NM_001011588.1	724	374.95	4	0.840394
NM_001011589.1	624	275.839	1273	363.554
NM_001011590.1	574	228.164	0	0
NM_001011591.1	584	237.49	0	0
NM_001011592.1	1590	1240.91	1617.16	102.662
NM_001011593.1	548	204.611	0	0
NM_001011594.1	4195	3845.91	16	0.32773
NM_001011595.1	2818	2468.91	2	0.0638147
NM_001011596.1	4100	3750.91	350	7.35068
NM_001011597.1	2673	2323.91	0	0
NM_001011598.1	1624	1274.91	313	19.3401
NM_001011599.1	1942	1592.91	17	0.840723
NM_001011600.1	2052	1702.91	79	3.65452
NM_001011601.1	1830	1480.91	9.8685	0.52495
NM_001011602.1	2795	2445.91	39	1.25609
NM_001011603.1	1683	1333.91	903.939	53.3836
NM_001011604.3	685	336.058	802.691	188.162
NM_001011605.1	1448	1098.91	60	4.30114
NM_001011606.1	1757	1407.91	0	0
NM_001011607.1	374	89.7548	714	626.667
NM_001011608.1	1873	1523.91	76.2588	3.94208
NM_001011610.1	1612	1262.91	22.8117	1.42292
NM_001011611.2	369	87.6815	23	20.6641
NM_001011612.1	304	65.6468	0	0
NM_001011613.1	710	360.974	149.542	32.6349
NM_001011614.1	688	339.044	14	3.25288
NM_001011615.1	664	315.198	5233	1307.87
NM_001011616.2	680	331.084	4827	1148.51
NM_001011617.1	374	89.7548	592	519.59
NM_001011619.1	1559	1209.91	5.67519	0.369507
NM_001011620.1	957	607.914	1	0.129585
NM_001011621.1	3254	2904.91	6.00014	0.162714
NM_001011622.1	1529	1179.91	3	0.200294
NM_001011623.1	3376	3026.91	0	0
NM_001011624.1	4969	4619.91	21.2604	0.362522
NM_001011625.2	1940	1590.91	4	0.198066
NM_001011626.2	755	405.925	686.484	133.224
NM_001011627.1	2520	2170.91	670	24.3124
NM_001011628.2	1386	1036.91	3.429	0.260508
NM_001011629.1	14440	14090.9	200.336	1.12
NM_001011630.1	630	281.697	4435.29	1240.33
NM_001011631.1	1741	1391.91	0	0
NM_001011632.2	2009	1659.91	0	0
NM_001011633.1	1533	1183.91	2.16208	0.143862
NM_001011634.2	3754	3404.91	0	0
NM_001011635.1	1447	1097.91	536	38.4585
NM_001011636.1	570	224.471	201	70.5394
NM_001011637.1	1369	1019.91	0	0
NM_001011638.1	584	237.49	3	0.995113
NM_001011639.2	1806	1456.91	9	0.486637
NM_001011640.1	991	641.914	2104.7	258.291
NM_001011641.1	970	620.914	143	18.1427
NM_001011643.1	2378	2028.91	36	1.39777
NM_001011644.2	1200	850.914	35.0079	3.24098
NM_001011650.1	2242	1892.91	3	0.124849
NM_001011652.1	462	137.27	318	182.494
NM_001011653.1	450	129.481	517	314.543
NM_001011654.1	447	127.6	0	0
NM_001012429.1	672	323.134	2561.23	624.4
