target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	901.914	5591	493.045
NM_001011562.1	863	513.914	295.445	45.7245
NM_001011563.1	2084	1734.91	9292	425.985
NM_001011564.2	1326	976.914	708.227	57.6606
NM_001011565.1	3023	2673.91	20.9614	0.6235
NM_001011566.1	1503	1153.91	9.438	0.650533
NM_001011567.1	4030	3680.91	1	0.0216076
NM_001011568.1	2077	1727.91	0	0
NM_001011570.1	582	235.615	2224	750.75
NM_001011571.1	2093	1743.91	2.32582	0.106075
NM_001011572.1	2346	1996.91	6033	240.29
NM_001011573.1	3160	2810.91	0	0
NM_001011574.1	1940	1590.91	2	0.0999875
NM_001011575.1	2163	1813.91	171	7.49794
NM_001011576.1	1195	845.914	12	1.12828
NM_001011577.1	2389	2039.91	82.5662	3.21924
NM_001011578.1	5441	5091.91	7312	114.214
NM_001011579.1	1430	1080.91	3	0.220746
NM_001011580.1	1544	1194.91	16.7576	1.11542
NM_001011581.1	2439	2089.91	111	4.22432
NM_001011582.1	356	82.5671	3	2.88986
NM_001011583.2	635	286.593	73411	20373.1
NM_001011584.1	1606	1256.91	2	0.126557
NM_001011585.1	1638	1288.91	1.29632	0.0799929
NM_001011586.1	2205	1855.91	189	8.09965
NM_001011587.1	496	161.603	395.677	194.74
NM_001011588.1	724	374.95	10	2.12124
NM_001011589.1	624	275.839	485	139.846
NM_001011590.1	574	228.164	0	0
NM_001011591.1	584	237.49	2	0.669803
NM_001011592.1	1590	1240.91	2102.8	134.778
NM_001011593.1	548	204.611	0	0
NM_001011594.1	4195	3845.91	2	0.0413612
NM_001011595.1	2818	2468.91	5	0.161074
NM_001011596.1	4100	3750.91	336	7.12467
NM_001011597.1	2673	2323.91	3.12354	0.106903
NM_001011598.1	1624	1274.91	1819	113.479
NM_001011599.1	1942	1592.91	1	0.049931
NM_001011600.1	2052	1702.91	72	3.36281
NM_001011601.1	1830	1480.91	3	0.161122
NM_001011602.1	2795	2445.91	19	0.617839
NM_001011603.1	1683	1333.91	769.524	45.8835
NM_001011604.3	685	336.058	835.382	197.712
NM_001011605.1	1448	1098.91	95	6.87579
NM_001011606.1	1757	1407.91	0	0
NM_001011607.1	374	89.7548	13745	12180.1
NM_001011608.1	1873	1523.91	216.769	11.3136
NM_001011610.1	1612	1262.91	3	0.188934
NM_001011611.2	369	87.6815	1671	1515.76
NM_001011612.1	304	65.6468	0	0
NM_001011613.1	710	360.974	42.915	9.45574
NM_001011614.1	688	339.044	1554	364.55
NM_001011615.1	664	315.198	240	60.5606
NM_001011616.2	680	331.084	1867	448.507
NM_001011617.1	374	89.7548	91	80.6392
NM_001011619.1	1559	1209.91	47.2474	3.10589
NM_001011620.1	957	607.914	0	0
NM_001011621.1	3254	2904.91	3.03497	0.0830967
NM_001011622.1	1529	1179.91	3	0.202224
NM_001011623.1	3376	3026.91	0	0
NM_001011624.1	4969	4619.91	15.1873	0.261463
NM_001011625.2	1940	1590.91	0	0
NM_001011626.2	755	405.925	642.751	125.939
NM_001011627.1	2520	2170.91	313	11.4674
NM_001011628.2	1386	1036.91	9.81867	0.753134
NM_001011629.1	14440	14090.9	287.283	1.62156
NM_001011630.1	630	281.697	3485.13	984.01
NM_001011631.1	1741	1391.91	0	0
NM_001011632.2	2009	1659.91	0	0
NM_001011633.1	1533	1183.91	0	0
NM_001011634.2	3754	3404.91	26.7328	0.624455
NM_001011635.1	1447	1097.91	672	48.6814
NM_001011636.1	570	224.471	2450	868.096
