target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	901.914	6961	823.874
NM_001011562.1	863	513.914	329.368	68.4141
NM_001011563.1	2084	1734.91	20677	1272.23
NM_001011564.2	1326	976.914	475.155	51.9199
NM_001011565.1	3023	2673.91	30.3135	1.21016
NM_001011566.1	1503	1153.91	0	0
NM_001011567.1	4030	3680.91	12	0.348001
NM_001011568.1	2077	1727.91	7.6944	0.475343
NM_001011570.1	582	235.615	4405	1995.71
NM_001011571.1	2093	1743.91	2.53707	0.155297
NM_001011572.1	2346	1996.91	31354	1676.05
NM_001011573.1	3160	2810.91	37.2942	1.41628
NM_001011574.1	1940	1590.91	0	0
NM_001011575.1	2163	1813.91	144	8.47423
NM_001011576.1	1195	845.914	36	4.54287
NM_001011577.1	2389	2039.91	463.844	24.2725
NM_001011578.1	5441	5091.91	15577	326.556
NM_001011579.1	1430	1080.91	22.3996	2.2121
NM_001011580.1	1544	1194.91	2.49003	0.222445
NM_001011581.1	2439	2089.91	238	12.1563
NM_001011582.1	356	82.5671	0	0
NM_001011583.2	635	286.593	38296	14264
NM_001011584.1	1606	1256.91	2	0.169855
NM_001011585.1	1638	1288.91	15.9637	1.3221
NM_001011586.1	2205	1855.91	286	16.4499
NM_001011587.1	496	161.603	129.517	85.5524
NM_001011588.1	724	374.95	6	1.70817
NM_001011589.1	624	275.839	236	91.3295
NM_001011590.1	574	228.164	1	0.467851
NM_001011591.1	584	237.49	9	4.04531
NM_001011592.1	1590	1240.91	1506.51	129.594
NM_001011593.1	548	204.611	0.427297	0.222924
NM_001011594.1	4195	3845.91	37	1.02697
NM_001011595.1	2818	2468.91	12.5006	0.540482
NM_001011596.1	4100	3750.91	1212	34.4921
NM_001011597.1	2673	2323.91	38.1236	1.75117
NM_001011598.1	1624	1274.91	842	70.4995
NM_001011599.1	1942	1592.91	2	0.134027
NM_001011600.1	2052	1702.91	100	6.26847
NM_001011601.1	1830	1480.91	5	0.360408
NM_001011602.1	2795	2445.91	20	0.872858
NM_001011603.1	1683	1333.91	1061.22	84.9247
NM_001011604.3	685	336.058	474.513	150.726
NM_001011605.1	1448	1098.91	143	13.8908
NM_001011606.1	1757	1407.91	0	0
NM_001011607.1	374	89.7548	546	649.366
NM_001011608.1	1873	1523.91	153.754	10.7702
NM_001011610.1	1612	1262.91	5.46501	0.461926
NM_001011611.2	369	87.6815	317	385.928
NM_001011612.1	304	65.6468	0	0
NM_001011613.1	710	360.974	207.153	61.2589
NM_001011614.1	688	339.044	1177	370.574
NM_001011615.1	664	315.198	863	292.268
NM_001011616.2	680	331.084	655	211.183
NM_001011617.1	374	89.7548	126	149.854
NM_001011619.1	1559	1209.91	43.6115	3.8477
