target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	901.914	22407	2193.75
NM_001011562.1	863	513.914	330.878	56.8522
NM_001011563.1	2084	1734.91	11045	562.157
NM_001011564.2	1326	976.914	410.119	37.0701
NM_001011565.1	3023	2673.91	54.6387	1.80436
NM_001011566.1	1503	1153.91	0	0
NM_001011567.1	4030	3680.91	5	0.119945
NM_001011568.1	2077	1727.91	3.11843	0.159362
NM_001011570.1	582	235.615	5258	1970.55
NM_001011571.1	2093	1743.91	5.65074	0.286121
NM_001011572.1	2346	1996.91	5354	236.749
NM_001011573.1	3160	2810.91	56.153	1.76399
NM_001011574.1	1940	1590.91	49	2.71969
NM_001011575.1	2163	1813.91	168	8.17828
NM_001011576.1	1195	845.914	24	2.50527
NM_001011577.1	2389	2039.91	547.631	23.7053
NM_001011578.1	5441	5091.91	10447	181.167
NM_001011579.1	1430	1080.91	2765.22	225.896
NM_001011580.1	1544	1194.91	473.039	34.9567
NM_001011581.1	2439	2089.91	203	8.57703
NM_001011582.1	356	82.5671	7	7.48619
NM_001011583.2	635	286.593	31788	9794.15
NM_001011584.1	1606	1256.91	7	0.49177
NM_001011585.1	1638	1288.91	6.79888	0.465782
NM_001011586.1	2205	1855.91	372	17.6992
NM_001011587.1	496	161.603	180.899	98.8459
NM_001011588.1	724	374.95	16	3.76804
NM_001011589.1	624	275.839	414	132.53
NM_001011590.1	574	228.164	0	0
NM_001011591.1	584	237.49	4	1.48725
NM_001011592.1	1590	1240.91	1740	123.816
NM_001011593.1	548	204.611	9.12822	3.93938
NM_001011594.1	4195	3845.91	11	0.252559
NM_001011595.1	2818	2468.91	7.4826	0.267618
NM_001011596.1	4100	3750.91	1886	44.3991
NM_001011597.1	2673	2323.91	14.9958	0.569795
NM_001011598.1	1624	1274.91	176	12.1899
NM_001011599.1	1942	1592.91	1194.95	66.241
NM_001011600.1	2052	1702.91	117	6.06684
NM_001011601.1	1830	1480.91	1544.38	92.0859
NM_001011602.1	2795	2445.91	34	1.22746
NM_001011603.1	1683	1333.91	2102.86	139.204
NM_001011604.3	685	336.058	640.105	168.193
NM_001011605.1	1448	1098.91	157	12.6155
NM_001011606.1	1757	1407.91	3	0.188154
NM_001011607.1	374	89.7548	398	391.557
NM_001011608.1	1873	1523.91	540.589	31.3239
NM_001011610.1	1612	1262.91	265.293	18.549
