target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	901.914	6442	672.125
NM_001011562.1	863	513.914	64.5289	11.8156
NM_001011563.1	2084	1734.91	10367	562.302
NM_001011564.2	1326	976.914	458.164	44.1325
NM_001011565.1	3023	2673.91	57.9041	2.03778
NM_001011566.1	1503	1153.91	6.64365	0.541786
NM_001011567.1	4030	3680.91	7	0.178952
NM_001011568.1	2077	1727.91	0	0
NM_001011570.1	582	235.615	3055	1220.12
NM_001011571.1	2093	1743.91	0	0
NM_001011572.1	2346	1996.91	6068	285.944
NM_001011573.1	3160	2810.91	8.25168	0.276242
NM_001011574.1	1940	1590.91	3	0.177447
NM_001011575.1	2163	1813.91	183	9.49355
NM_001011576.1	1195	845.914	10	1.11242
NM_001011577.1	2389	2039.91	449.159	20.7197
NM_001011578.1	5441	5091.91	5479	101.255
NM_001011579.1	1430	1080.91	10.6022	0.922998
NM_001011580.1	1544	1194.91	5.29071	0.41665
NM_001011581.1	2439	2089.91	125	5.62828
NM_001011582.1	356	82.5671	0	0
NM_001011583.2	635	286.593	20951	6879.12
NM_001011584.1	1606	1256.91	0	0
NM_001011585.1	1638	1288.91	19.3388	1.41188
NM_001011586.1	2205	1855.91	119	6.03369
NM_001011587.1	496	161.603	157.228	91.5537
NM_001011588.1	724	374.95	19	4.76842
NM_001011589.1	624	275.839	815	278.033
NM_001011590.1	574	228.164	0	0
NM_001011591.1	584	237.49	2	0.792463
NM_001011592.1	1590	1240.91	2285.37	173.304
NM_001011593.1	548	204.611	2.47577	1.13861
NM_001011594.1	4195	3845.91	8	0.195742
NM_001011595.1	2818	2468.91	11	0.419258
NM_001011596.1	4100	3750.91	480	12.042
NM_001011597.1	2673	2323.91	19	0.769357
NM_001011598.1	1624	1274.91	120	8.85716
NM_001011599.1	1942	1592.91	18.8553	1.11387
NM_001011600.1	2052	1702.91	18	0.994658
NM_001011601.1	1830	1480.91	25	1.58856
NM_001011602.1	2795	2445.91	10	0.384727
NM_001011603.1	1683	1333.91	1574.03	111.04
NM_001011604.3	685	336.058	725.352	203.109
NM_001011605.1	1448	1098.91	50	4.28154
NM_001011606.1	1757	1407.91	0	0
NM_001011607.1	374	89.7548	33	34.598
NM_001011608.1	1873	1523.91	220.978	13.6453
NM_001011610.1	1612	1262.91	25	1.86277
NM_001011611.2	369	87.6815	5	5.36607
NM_001011612.1	304	65.6468	0	0
NM_001011613.1	710	360.974	94.3395	24.593
NM_001011614.1	688	339.044	4	1.11019
NM_001011615.1	664	315.198	22271	6648.9
NM_001011616.2	680	331.084	2654	754.323
NM_001011617.1	374	89.7548	225	235.895
NM_001011619.1	1559	1209.91	3.82315	0.297345
NM_001011620.1	957	607.914	0	0
NM_001011621.1	3254	2904.91	6.0396	0.195645
NM_001011622.1	1529	1179.91	16.1447	1.28758
NM_001011623.1	3376	3026.91	0	0
NM_001011624.1	4969	4619.91	6.2653	0.127615
NM_001011625.2	1940	1590.91	4.13684	0.24469
NM_001011626.2	755	405.925	655.835	152.035
NM_001011627.1	2520	2170.91	233	10.0997
NM_001011628.2	1386	1036.91	6.81591	0.618551
NM_001011629.1	14440	14090.9	440.442	2.94133
NM_001011630.1	630	281.697	2560.83	855.448
NM_001011631.1	1741	1391.91	0	0
NM_001011632.2	2009	1659.91	0	0
NM_001011633.1	1533	1183.91	0	0
NM_001011634.2	3754	3404.91	23.6832	0.654529
NM_001011635.1	1447	1097.91	871	74.6524
NM_001011636.1	570	224.471	570	238.951
NM_001011637.1	1369	1019.91	10.8009	0.996526
NM_001011638.1	584	237.49	2	0.792463
NM_001011639.2	1806	1456.91	8	0.516714
NM_001011640.1	991	641.914	342.656	50.2314
NM_001011641.1	970	620.914	209.152	31.6975
NM_001011643.1	2378	2028.91	22.7206	1.05378
NM_001011644.2	1200	850.914	17.5717	1.94323
NM_001011650.1	2242	1892.91	4	0.198849
NM_001011652.1	462	137.27	185	126.821
NM_001011653.1	450	129.481	137	99.5654
NM_001011654.1	447	127.6	2	1.47493
NM_001012429.1	672	323.134	1151.17	335.235
NM_001012615.1	1097	747.914	95	11.9527
NM_001012627.1	3153	2803.91	9	0.302045
NM_001012962.1	3606	3256.91	76	2.19584
NM_001012963.1	502	166.23	0	0
NM_001013006.1	2991	2641.91	0	0
NM_001013359.2	1964	1614.91	142.082	8.27913
NM_001013361.1	4113	3763.91	1	0.0250008
NM_001014429.1	1427	1077.91	513	44.7845
NM_001014430.1	438	122.118	0	0
NM_001014983.1	3250	2900.91	0	0
NM_001014991.1	7242	6892.91	0	0
NM_001014992.1	2272	1922.91	45.3296	2.21828
NM_001014993.1	1386	1036.91	0	0
NM_001014994.1	1892	1542.91	1964	119.783
NM_001024697.1	1793	1443.91	1101.37	71.7769
NM_001032361.1	3585	3235.91	0	0
NM_001037318.2	2515	2165.91	0	0
NM_001039968.1	1349	999.914	0	0
NM_001040203.1	644	295.437	1.92334	0.612612
NM_001040204.1	793	443.916	39.7291	8.42175
NM_001040205.1	698	349.006	970.453	261.659
NM_001040206.1	682	333.073	7668.06	2166.41
NM_001040207.1	1179	829.914	3782	428.827
NM_001040220.1	483	151.912	17	10.5306
NM_001040221.1	459	135.283	2218.03	1542.84
NM_001040223.1	555	210.841	17203	7677.91
NM_001040224.1	399	101.066	60	55.8651
NM_001040225.1	407	105.035	7.62201	6.82859
NM_001040226.1	432	118.595	6	4.7608
NM_001040227.1	724	374.95	281.242	70.583
NM_001040229.1	453	131.388	0	0
NM_001040230.1	13107	12757.9	257	1.8956
NM_001040231.1	363	85.2722	0	0
NM_001040233.1	1647	1297.91	28974.4	2100.69
NM_001040234.1	1500	1150.91	9599	784.833
NM_001040235.2	6077	5727.91	0	0
NM_001040236.1	1767	1417.91	42099	2793.93
NM_001040237.1	5107	4757.91	417	8.24734
NM_001040255.1	1893	1543.91	0	0
NM_001040256.1	767	417.921	0	0
NM_001040257.1	1554	1204.91	8.0512	0.62878
NM_001040258.1	1250	900.914	0	0
NM_001040259.1	1743	1393.91	3155	212.989
NM_001040262.2	438	122.118	1	0.770577
NM_001040263.1	1550	1200.91	890.447	69.7735
NM_001040264.1	1600	1250.91	301	22.643
NM_001040265.1	1689	1339.91	44.6638	3.1367
NM_001040266.2	1599	1249.91	0	0
NM_001040267.1	1895	1545.91	106	6.4523
NM_001040269.1	1397	1047.91	14.8025	1.32924
NM_001040270.1	509	171.748	19.5493	10.7111
NM_001040277.1	2150	1800.91	50.8362	2.65628
NM_001040681.1	2499	2149.91	74	3.23895
NM_001042458.1	1737	1387.91	8	0.542402
NM_001042460.1	1794	1444.91	1463.63	95.3196
NM_001077808.1	5328	4978.91	2.007	0.0379322
NM_001077809.1	1344	994.914	0	0
NM_001077810.1	354	81.8145	0	0
NM_001077811.1	1287	937.914	0	0
NM_001077812.1	1470	1120.91	1	0.0839502
NM_001077813.1	3226	2876.91	46.0673	1.50681
NM_001077814.1	387	95.4353	0	0
NM_001077815.1	1855	1505.91	20.724	1.29499
NM_001077816.1	1530	1180.91	0	0
NM_001077817.1	1194	844.914	4	0.445494
NM_001077818.1	1707	1357.91	0	0
NM_001077819.1	378	91.4575	2.47763	2.54925
