target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	901.914	9448	1098.65
NM_001011562.1	863	513.914	156.884	32.0166
NM_001011563.1	2084	1734.91	10513	635.528
NM_001011564.2	1326	976.914	561.85	60.3185
NM_001011565.1	3023	2673.91	33.8919	1.32934
NM_001011566.1	1503	1153.91	0	0
NM_001011567.1	4030	3680.91	12	0.34191
NM_001011568.1	2077	1727.91	1.40335	0.0851784
NM_001011570.1	582	235.615	3264	1452.9
NM_001011571.1	2093	1743.91	1.16519	0.0700739
NM_001011572.1	2346	1996.91	7040	369.743
NM_001011573.1	3160	2810.91	16	0.596979
NM_001011574.1	1940	1590.91	1	0.0659234
NM_001011575.1	2163	1813.91	112	6.47571
NM_001011576.1	1195	845.914	11	1.36381
NM_001011577.1	2389	2039.91	300.413	15.4452
NM_001011578.1	5441	5091.91	3599	74.1288
NM_001011579.1	1430	1080.91	33.5129	3.25168
NM_001011580.1	1544	1194.91	3.91669	0.343771
NM_001011581.1	2439	2089.91	156	7.82857
NM_001011582.1	356	82.5671	0	0
NM_001011583.2	635	286.593	34586	12656.7
NM_001011584.1	1606	1256.91	2	0.166882
NM_001011585.1	1638	1288.91	1.51302	0.123113
NM_001011586.1	2205	1855.91	215	12.1497
NM_001011587.1	496	161.603	138.447	89.8509
NM_001011588.1	724	374.95	44	12.3074
NM_001011589.1	624	275.839	627	238.396
NM_001011590.1	574	228.164	1	0.459663
NM_001011591.1	584	237.49	4	1.76645
NM_001011592.1	1590	1240.91	1668.09	140.982
NM_001011593.1	548	204.611	0	0
NM_001011594.1	4195	3845.91	11	0.299971
NM_001011595.1	2818	2468.91	10.014	0.425391
NM_001011596.1	4100	3750.91	600	16.7765
NM_001011597.1	2673	2323.91	13.0359	0.588312
NM_001011598.1	1624	1274.91	233	19.1673
NM_001011599.1	1942	1592.91	15	0.987609
NM_001011600.1	2052	1702.91	64	3.94161
NM_001011601.1	1830	1480.91	2.63978	0.186949
NM_001011602.1	2795	2445.91	19	0.814702
NM_001011603.1	1683	1333.91	1619.37	127.322
NM_001011604.3	685	336.058	520.05	162.3
NM_001011605.1	1448	1098.91	167	15.9382
NM_001011606.1	1757	1407.91	3.3028	0.246033
NM_001011607.1	374	89.7548	713	833.14
NM_001011608.1	1873	1523.91	50.9781	3.5084
NM_001011610.1	1612	1262.91	44.5025	3.6957
NM_001011611.2	369	87.6815	230	275.11
NM_001011612.1	304	65.6468	0	0
NM_001011613.1	710	360.974	103.023	29.9326
NM_001011614.1	688	339.044	442	136.726
NM_001011615.1	664	315.198	3078	1024.17
NM_001011616.2	680	331.084	410	129.877
NM_001011617.1	374	89.7548	177	206.824
NM_001011619.1	1559	1209.91	38.4364	3.33176
NM_001011620.1	957	607.914	6	1.03513
NM_001011621.1	3254	2904.91	15.1316	0.546307
NM_001011622.1	1529	1179.91	28	2.48882
NM_001011623.1	3376	3026.91	0	0
NM_001011624.1	4969	4619.91	22.5508	0.511934
NM_001011625.2	1940	1590.91	0	0
NM_001011626.2	755	405.925	1189.29	307.276
NM_001011627.1	2520	2170.91	556	26.8608
NM_001011628.2	1386	1036.91	7.34099	0.742503
NM_001011629.1	14440	14090.9	410.26	3.05356
NM_001011630.1	630	281.697	1456.16	542.144
NM_001011631.1	1741	1391.91	0	0
NM_001011632.2	2009	1659.91	0	0
NM_001011633.1	1533	1183.91	0	0
