target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	901.914	9608	898.14
NM_001011562.1	863	513.914	271.692	44.5721
NM_001011563.1	2084	1734.91	12427	603.899
NM_001011564.2	1326	976.914	755.461	65.1977
NM_001011565.1	3023	2673.91	40.6214	1.28081
NM_001011566.1	1503	1153.91	0	0
NM_001011567.1	4030	3680.91	0	0
NM_001011568.1	2077	1727.91	2.12096	0.103487
NM_001011570.1	582	235.615	1850	661.981
NM_001011571.1	2093	1743.91	0	0
NM_001011572.1	2346	1996.91	6311	266.45
NM_001011573.1	3160	2810.91	2.29351	0.0687907
NM_001011574.1	1940	1590.91	3	0.158983
NM_001011575.1	2163	1813.91	119	5.53104
NM_001011576.1	1195	845.914	4	0.398667
NM_001011577.1	2389	2039.91	110.952	4.58562
NM_001011578.1	5441	5091.91	7827	129.596
NM_001011579.1	1430	1080.91	235.61	18.3772
NM_001011580.1	1544	1194.91	21.6851	1.53003
NM_001011581.1	2439	2089.91	82	3.30797
NM_001011582.1	356	82.5671	1	1.0211
NM_001011583.2	635	286.593	63336	18632.1
NM_001011584.1	1606	1256.91	7	0.469536
NM_001011585.1	1638	1288.91	0	0
NM_001011586.1	2205	1855.91	260	11.8111
NM_001011587.1	496	161.603	282.825	147.552
NM_001011588.1	724	374.95	34	7.64507
NM_001011589.1	624	275.839	819	250.325
NM_001011590.1	574	228.164	0	0
NM_001011591.1	584	237.49	5	1.77501
NM_001011592.1	1590	1240.91	2199.02	149.405
NM_001011593.1	548	204.611	0.330359	0.136124
NM_001011594.1	4195	3845.91	3	0.0657655
NM_001011595.1	2818	2468.91	10.3477	0.353358
NM_001011596.1	4100	3750.91	662	14.8798
NM_001011597.1	2673	2323.91	24.9883	0.906553
NM_001011598.1	1624	1274.91	261	17.2598
NM_001011599.1	1942	1592.91	83	4.39301
NM_001011600.1	2052	1702.91	101	5.0004
NM_001011601.1	1830	1480.91	81.6679	4.64941
NM_001011602.1	2795	2445.91	42	1.44772
NM_001011603.1	1683	1333.91	990.807	62.6235
NM_001011604.3	685	336.058	770.687	193.348
NM_001011605.1	1448	1098.91	39	2.99211
NM_001011606.1	1757	1407.91	0	0
NM_001011607.1	374	89.7548	126	118.356
NM_001011608.1	1873	1523.91	350.473	19.3897
NM_001011610.1	1612	1262.91	18.1263	1.21007
NM_001011611.2	369	87.6815	3	2.88463
NM_001011612.1	304	65.6468	0	0
NM_001011613.1	710	360.974	86.1717	20.1263
NM_001011614.1	688	339.044	0	0
NM_001011615.1	664	315.198	221	59.1132
NM_001011616.2	680	331.084	380	96.7658
NM_001011617.1	374	89.7548	135	126.81
NM_001011619.1	1559	1209.91	2.03673	0.141923
NM_001011620.1	957	607.914	1	0.138686
NM_001011621.1	3254	2904.91	13.228	0.383917
NM_001011622.1	1529	1179.91	21	1.50053
NM_001011623.1	3376	3026.91	0	0
NM_001011624.1	4969	4619.91	24.4622	0.446414
NM_001011625.2	1940	1590.91	0	0
NM_001011626.2	755	405.925	537.723	111.684
NM_001011627.1	2520	2170.91	420	16.3111
NM_001011628.2	1386	1036.91	17.9269	1.4576
NM_001011629.1	14440	14090.9	275.373	1.64763
NM_001011630.1	630	281.697	3548.7	1062.1
NM_001011631.1	1741	1391.91	1.26371	0.0765439
NM_001011632.2	2009	1659.91	0	0
NM_001011633.1	1533	1183.91	5.32446	0.379168
NM_001011634.2	3754	3404.91	17.2699	0.427622
NM_001011635.1	1447	1097.91	881	67.6525
NM_001011636.1	570	224.471	412	154.744
NM_001011637.1	1369	1019.91	8.56974	0.708403
NM_001011638.1	584	237.49	1	0.355002
NM_001011639.2	1806	1456.91	10	0.578685
NM_001011640.1	991	641.914	293.618	38.564
NM_001011641.1	970	620.914	91.3738	12.407
NM_001011643.1	2378	2028.91	20.9669	0.871259
NM_001011644.2	1200	850.914	44.6382	4.42279
NM_001011650.1	2242	1892.91	4	0.178158
NM_001011652.1	462	137.27	394	241.99
NM_001011653.1	450	129.481	527	343.147
NM_001011654.1	447	127.6	4	2.64292
NM_001012429.1	672	323.134	2306.13	601.694
NM_001012615.1	1097	747.914	27	3.0436
NM_001012627.1	3153	2803.91	8	0.240548
NM_001012962.1	3606	3256.91	64	1.65672
NM_001012963.1	502	166.23	0	0
NM_001013006.1	2991	2641.91	0	0
NM_001013359.2	1964	1614.91	212.583	11.0983
NM_001013361.1	4113	3763.91	5	0.111997
NM_001014429.1	1427	1077.91	633.73	49.5674
NM_001014430.1	438	122.118	0	0
NM_001014983.1	3250	2900.91	0	0
NM_001014991.1	7242	6892.91	0	0
NM_001014992.1	2272	1922.91	10.7522	0.471426
NM_001014993.1	1386	1036.91	0	0
NM_001014994.1	1892	1542.91	3428	187.316
NM_001024697.1	1793	1443.91	2688.94	157.006
NM_001032361.1	3585	3235.91	0	0
NM_001037318.2	2515	2165.91	1	0.0389256
NM_001039968.1	1349	999.914	0	0
NM_001040203.1	644	295.437	2.44749	0.698447
NM_001040204.1	793	443.916	49.9827	9.49281
NM_001040205.1	698	349.006	5255.2	1269.5
NM_001040206.1	682	333.073	35295.7	8934.26
NM_001040207.1	1179	829.914	21018	2135.18
NM_001040220.1	483	151.912	29	16.0947
NM_001040221.1	459	135.283	3120.22	1944.55
NM_001040223.1	555	210.841	38900	15555
NM_001040224.1	399	101.066	764	637.33
NM_001040225.1	407	105.035	0	0
NM_001040226.1	432	118.595	9	6.39813
NM_001040227.1	724	374.95	1260.36	283.398
NM_001040229.1	453	131.388	0	0
NM_001040230.1	13107	12757.9	143.861	0.95069
NM_001040231.1	363	85.2722	0	0
NM_001040233.1	1647	1297.91	39016.6	2534.43
NM_001040234.1	1500	1150.91	2922	214.049
NM_001040235.2	6077	5727.91	0	0
NM_001040236.1	1767	1417.91	3540	210.489
NM_001040237.1	5107	4757.91	234	4.14644
NM_001040255.1	1893	1543.91	0	0
NM_001040256.1	767	417.921	0	0
NM_001040257.1	1554	1204.91	10.6944	0.7483
NM_001040258.1	1250	900.914	18.0738	1.69138
NM_001040259.1	1743	1393.91	661	39.9799
NM_001040262.2	438	122.118	5	3.45198
NM_001040263.1	1550	1200.91	1160.83	81.4957
NM_001040264.1	1600	1250.91	357	24.0612
NM_001040265.1	1689	1339.91	37.2198	2.34193
NM_001040266.2	1599	1249.91	0	0
NM_001040267.1	1895	1545.91	120	6.54443
NM_001040269.1	1397	1047.91	11.4961	0.924911
NM_001040270.1	509	171.748	9.24788	4.53969
